name,networth,citizenship,industry
Dan Kurzius,5000.0,United States,Technology
Ronald Lauder,5000.0,United States,Fashion & Retail
Marianne Liebmann,5000.0,United States,Food & Beverage
Tobi Lutke,5000.0,Canada,Technology
Thomas Pritzker,5000.0,United States,Finance & Investments
Scott Shleifer,5000.0,United States,Finance & Investments
Autry Stephens,5000.0,United States,Energy
Peter Thiel,5000.0,United States,Finance & Investments
Tsai Cheng-ta,5000.0,Taiwan,Finance & Investments
Maximilian Viessmann,5000.0,Germany,Manufacturing
Hansjoerg Wyss,5000.0,Switzerland,Healthcare
Xiao Yongming & family,5000.0,China,Diversified
Zhang Tao,5000.0,China,Fashion & Retail
Daniel Ziff,5000.0,United States,Finance & Investments
Dirk Ziff,5000.0,United States,Finance & Investments
Robert Ziff,5000.0,United States,Finance & Investments
Kapil & Rahul Bhatia,4900.0,India,Service
Mat Ishbia,4900.0,United States,Finance & Investments
"Robert Rich, Jr.",4900.0,United States,Food & Beverage
Thomas Schmidheiny,4900.0,Switzerland,Construction & Engineering
Alexandra Schoerghuber & family,4900.0,Germany,Real Estate
Erik Selin,4900.0,Sweden,Real Estate
Daniel Tsai,4900.0,Taiwan,Finance & Investments
Dona Bertarelli,4800.0,Switzerland,Healthcare
Andrei Guriev & family,4800.0,Russia,Manufacturing
Luciano Hang,4800.0,Brazil,Fashion & Retail
Hu Baifan,4800.0,China,Healthcare
Bidzina Ivanishvili,4800.0,Georgia,Finance & Investments
Yeow Chor & Yeow Seng Lee,4800.0,Malaysia,Food & Beverage
Leng Youbin,4800.0,China,Food & Beverage
Theo Mueller,4800.0,Germany,Food & Beverage
"Julian Robertson, Jr.",4800.0,United States,Finance & Investments
Marc Rowan,4800.0,United States,Finance & Investments
Emanuele (Lino) Saputo & family,4800.0,Canada,Food & Beverage
Jeff Skoll,4800.0,United States,Technology
Frank Wang,4800.0,China,Technology
Wang Junlin,4800.0,China,Food & Beverage
Yang Shaopeng,4800.0,China,Logistics
Maria Fernanda Amorim & family,4700.0,Portugal,Diversified
Leonid Boguslavsky,4700.0,Russia,Finance & Investments
Richard Branson,4700.0,United Kingdom,Diversified
Robert Brockman,4700.0,United States,Technology
Pierre Chen,4700.0,Taiwan,Technology
Chu Mang Yee & family,4700.0,China,Real Estate
Scott Cook,4700.0,United States,Technology
Mark Cuban,4700.0,United States,Media & Entertainment
Guenther Fielmann & family,4700.0,Germany,Healthcare
Martin Haefner,4700.0,Switzerland,Technology
Johnelle Hunt,4700.0,United States,Logistics
"Andre Koo, Sr.",4700.0,Taiwan,Finance & Investments
Lai Meisong,4700.0,China,Logistics
Richard Li,4700.0,Hong Kong,Telecom
Mangal Prabhat Lodha,4700.0,India,Real Estate
Igor Olenicoff,4700.0,United States,Real Estate
Mark Shoen,4700.0,United States,Automotive
Andrei Skoch & family,4700.0,Russia,Metals & Mining
Fred Smith,4700.0,United States,Logistics
Murat Ulker,4700.0,Turkey,Food & Beverage
Yu Yong,4700.0,China,Finance & Investments
Stéphane Bancel,4600.0,France,Healthcare
Bubba Cathy,4600.0,United States,Food & Beverage
Dan Cathy,4600.0,United States,Food & Beverage
Trudy Cathy White,4600.0,United States,Food & Beverage
Jason Chang,4600.0,Singapore,Technology
Dagmar Dolby & family,4600.0,United States,Technology
Bruce Flatt,4600.0,Canada,Finance & Investments
Masatoshi Ito,4600.0,Japan,Fashion & Retail
Viatcheslav Kantor,4600.0,Russia,Manufacturing
Min Kao & family,4600.0,United States,Technology
Lin Xiucheng & family,4600.0,China,Technology
Sami Mnaymneh,4600.0,United States,Finance & Investments
Tony Tamer,4600.0,United States,Finance & Investments
Richard White,4600.0,Australia,Technology
Baoguo Zhu & family,4600.0,China,Healthcare
Michael Ashley,4500.0,United Kingdom,Fashion & Retail
Ron Baron,4500.0,United States,Finance & Investments
Bert Beveridge,4500.0,United States,Food & Beverage
Todd Boehly,4500.0,United States,Finance & Investments
David Bonderman,4500.0,United States,Finance & Investments
Guo Guangchang,4500.0,China,Diversified
Daryl Katz,4500.0,Canada,Diversified
Ted Lerner & family,4500.0,United States,Real Estate
Falguni Nayar,4500.0,India,Fashion & Retail
Trevor Rees-Jones,4500.0,United States,Energy
J. Joe Ricketts & family,4500.0,United States,Finance & Investments
Robert Rowling,4500.0,United States,Service
Mark Stevens,4500.0,United States,Finance & Investments
Gustav Magnar Witzoe,4500.0,Norway,Food & Beverage
Xie Liangzhi & family,4500.0,China,Healthcare
Yeung Kin-man,4500.0,Hong Kong,Manufacturing
Zhang Hejun,4500.0,China,Manufacturing
Andrej Babis,4400.0,Czechia,Food & Beverage
Giuseppe De'Longhi & family,4400.0,Italy,Fashion & Retail
Barry Diller,4400.0,United States,Media & Entertainment
Christian Haub,4400.0,Germany,Fashion & Retail
Huang Li,4400.0,China,Technology
Marian Ilitch,4400.0,United States,Food & Beverage
Suleiman Kerimov & family,4400.0,Russia,Finance & Investments
Edwin Leong,4400.0,Hong Kong,Real Estate
Lu Yiwen,4400.0,China,Fashion & Retail
N.R. Narayana Murthy,4400.0,India,Technology
Yang Jianliang & family,4400.0,China,Manufacturing
Pyotr Aven,4300.0,Russia,Finance & Investments
Joesley Batista,4300.0,Brazil,Food & Beverage
Wesley Batista,4300.0,Brazil,Food & Beverage
Margot Birmingham Perot,4300.0,United States,Technology
Rick Caruso,4300.0,United States,Real Estate
Jim Davis,4300.0,United States,Service
Walter P.J. Droege,4300.0,Germany,Finance & Investments
Dan Friedkin,4300.0,United States,Automotive
Gao Dekang & family,4300.0,China,Fashion & Retail
Antti Herlin,4300.0,Finland,Manufacturing
W. Herbert Hunt,4300.0,United States,Energy
Jason Jiang,4300.0,China,Media & Entertainment
"Rupert Johnson, Jr.",4300.0,United States,Finance & Investments
Vikram Lal & family,4300.0,India,Automotive
Lam Wai-ying,4300.0,Hong Kong,Manufacturing
Chris Larsen,4300.0,United States,Finance & Investments
Richard Schulze,4300.0,United States,Fashion & Retail
Paul Singer,4300.0,United States,Finance & Investments
Barry Sternlicht,4300.0,United States,Finance & Investments
Su Hua,4300.0,China,Media & Entertainment
Mark Walter,4300.0,United States,Finance & Investments
Ty Warner,4300.0,United States,Real Estate
Rinat Akhmetov,4200.0,Ukraine,Metals & Mining
Martin & Olivier Bouygues,4200.0,France,Construction & Engineering
Bernard Broermann,4200.0,Germany,Healthcare
Mong-Koo Chung,4200.0,South Korea,Automotive
Daniel D'Aniello,4200.0,United States,Finance & Investments
Traudl Engelhorn & family,4200.0,Germany,Healthcare
Piero Ferrari,4200.0,Italy,Automotive
Carlo Fidani,4200.0,Canada,Real Estate
Yakir Gabay,4200.0,Cyprus,Real Estate
Jaime Gilinski Bacal,4200.0,Colombia,Finance & Investments
Bertil Hult,4200.0,Sweden,Service
Martha Ingram & family,4200.0,United States,Media & Entertainment
Lee Yin Yee,4200.0,China,Manufacturing
Daniel Loeb,4200.0,United States,Finance & Investments
Janice McNair,4200.0,United States,Sports
Ajay Piramal,4200.0,India,Healthcare
Lynsi Snyder,4200.0,United States,Food & Beverage
Peter Spuhler,4200.0,Switzerland,Manufacturing
Kerry Stokes,4200.0,Australia,Diversified
Jon Stryker,4200.0,United States,Healthcare
Vincent Viola,4200.0,United States,Finance & Investments
Romesh T. Wadhwani,4200.0,United States,Technology
Juan Domingo Beckmann Legorreta & family,4100.0,Mexico,Food & Beverage
Rafael Del Pino,4100.0,Spain,Construction & Engineering
Sergey Dmitriev,4100.0,Russia,Technology
Senapathy Gopalakrishnan,4100.0,India,Technology
James Irving,4100.0,Canada,Diversified
Lee Boo-jin,4100.0,South Korea,Service
Samuel Tak Lee,4100.0,Hong Kong,Real Estate
Thai Lee,4100.0,United States,Technology
Eric Lefkofsky,4100.0,United States,Technology
Weiguo Li,4100.0,China,Manufacturing
Ermirio Pereira de Moraes & family,4100.0,Brazil,Diversified
Maria Helena Moraes Scripilliti & family,4100.0,Brazil,Diversified
Augusto & Giorgio Perfetti,4100.0,Italy,Food & Beverage
Thomas Secunda,4100.0,United States,Media & Entertainment
Shaul Shani,4100.0,Israel,Telecom
E. Joe Shoen,4100.0,United States,Automotive
Steven Udvar-Hazy,4100.0,United States,Service
Russ Weiner,4100.0,United States,Food & Beverage
Guanjiang Wu & family,4100.0,China,Healthcare
Anil Agarwal & family,4000.0,India,Metals & Mining
Somphote Ahunai,4000.0,Thailand,Energy
Patrizio Bertelli,4000.0,Italy,Fashion & Retail
Rakesh Gangwal,4000.0,United States,Service
Paul Gauselmann & family,4000.0,Germany,Gambling & Casinos
Hao Hong,4000.0,United States,Healthcare
He Xiaopeng,4000.0,China,Automotive
Michael Herz,4000.0,Germany,Fashion & Retail
Wolfgang Herz,4000.0,Germany,Fashion & Retail
Arthur Irving,4000.0,Canada,Energy
Victor Jacobsson,4000.0,Sweden,Finance & Investments
Marc Ladreit de Lacharriere,4000.0,France,Finance & Investments
Patrick Lee,4000.0,Hong Kong,Manufacturing
Max Lytvyn,4000.0,Canada,Technology
Gilles Martin,4000.0,France,Healthcare
Ramzi Musallam,4000.0,United States,Finance & Investments
Georg Nemetschek & family,4000.0,Germany,Technology
Akio Nitori,4000.0,Japan,Fashion & Retail
Daniel Och,4000.0,United States,Finance & Investments
Pankaj Patel,4000.0,India,Healthcare
John Paulson,4000.0,United States,Finance & Investments
Miuccia Prada,4000.0,Italy,Fashion & Retail
Jean (Gigi) Pritzker,4000.0,United States,Service
Juan Roig,4000.0,Spain,Fashion & Retail
David Rubenstein,4000.0,United States,Finance & Investments
Howard Schultz,4000.0,United States,Food & Beverage
Alex Shevchenko,4000.0,Canada,Technology
Dan Snyder,4000.0,United States,Sports
Jerzy Starak,4000.0,Poland,Healthcare
Udo & Harald Tschira,4000.0,Germany,Technology
Kelcy Warren,4000.0,United States,Energy
Herbert Wertheim,4000.0,United States,Finance & Investments
Cameron Winklevoss,4000.0,United States,Finance & Investments
Tyler Winklevoss,4000.0,United States,Finance & Investments
Denise York & family,4000.0,United States,Sports
Zhao Lixin,4000.0,China,Technology
Hubert Burda,3900.0,Germany,Media & Entertainment
Francesco Gaetano Caltagirone,3900.0,Italy,Construction & Engineering
Marcos Galperin,3900.0,Argentina,Technology
Li Xiang,3900.0,China,Automotive
"Stephen Mandel, Jr.",3900.0,United States,Finance & Investments
Gabe Newell,3900.0,United States,Gambling & Casinos
Maja Oeri,3900.0,Switzerland,Healthcare
Paolo & Gianfelice Mario Rocca,3900.0,Italy,Metals & Mining
Neil Shen,3900.0,China,Finance & Investments
Helmut Sohmen,3900.0,Austria,Logistics
Donald Sterling,3900.0,United States,Real Estate
Don Vultaggio & family,3900.0,United States,Food & Beverage
Yiling Wu,3900.0,China,Healthcare
Gongshan Zhu,3900.0,China,Manufacturing
Gayle Benson,3800.0,United States,Sports
"William Conway, Jr.",3800.0,United States,Finance & Investments
Gurbachan Singh Dhingra,3800.0,India,Manufacturing
Kuldip Singh Dhingra,3800.0,India,Manufacturing
Luca Garavoglia,3800.0,Italy,Food & Beverage
Vinod & Anil Rai Gupta,3800.0,India,Manufacturing
Jimmy Haslam,3800.0,United States,Fashion & Retail
Susan Carol Holland,3800.0,Italy,Manufacturing
Timur Kulibaev,3800.0,Kazakhstan,Finance & Investments
Dinara Kulibaeva,3800.0,Kazakhstan,Finance & Investments
Michel Leclercq & family,3800.0,France,Fashion & Retail
Pablo Legorreta,3800.0,United States,Finance & Investments
Margarita Louis-Dreyfus & family,3800.0,Switzerland,Food & Beverage
Michael Milken,3800.0,United States,Finance & Investments
Denis O'Brien,3800.0,Ireland,Telecom
Katharina Otto-Bernstein,3800.0,Germany,Real Estate
James Packer,3800.0,Australia,Gambling & Casinos
Sergio Stevanato & family,3800.0,Italy,Healthcare
Leena Tewari,3800.0,India,Healthcare
Yitzhak Tshuva,3800.0,Israel,Real Estate
Paul-Heinz Wesjohann & family,3800.0,Germany,Food & Beverage
Zeng Fangqin,3800.0,China,Technology
Zhou Bajin,3800.0,China,Manufacturing
William Berkley,3700.0,United States,Finance & Investments
John Catsimatidis,3700.0,United States,Energy
Che Jianxing,3700.0,China,Fashion & Retail
Gustavo Denegri,3700.0,Italy,Healthcare
Charles Edelstenne,3700.0,France,Manufacturing
Reed Hastings,3700.0,United States,Media & Entertainment
"Amos Hostetter, Jr.",3700.0,United States,Media & Entertainment
Brad Jacobs,3700.0,United States,Logistics
Friedrich Knapp,3700.0,Germany,Fashion & Retail
William Lauder,3700.0,United States,Fashion & Retail
Richard LeFrak & family,3700.0,United States,Real Estate
Li Guoqiang,3700.0,China,Automotive
Low Tuck Kwong,3700.0,Indonesia,Energy
Akira Mori & family,3700.0,Japan,Real Estate
Anthony Pritzker,3700.0,United States,Service
Ira Rennert,3700.0,United States,Finance & Investments
"Bernard Saul, II.",3700.0,United States,Finance & Investments
Shi Yonghong & family,3700.0,China,Food & Beverage
Song Chi-hyung,3700.0,South Korea,Finance & Investments
Steven Spielberg,3700.0,United States,Media & Entertainment
Wong Luen Hei,3700.0,China,Manufacturing
Danielle Bellon & family,3600.0,France,Service
Byju Raveendran and Divya Gokulnath,3600.0,India,Technology
Cho Tak Wong,3600.0,Hong Kong,Manufacturing
Charles Cohen,3600.0,United States,Real Estate
Kenneth Dart,3600.0,Belize,Finance & Investments
Martin Ebner,3600.0,Switzerland,Finance & Investments
David Filo,3600.0,United States,Technology
Miguel Fluxa Rossello,3600.0,Spain,Service
John Henry,3600.0,United States,Sports
Hu Kaijun,3600.0,China,Healthcare
Peter Kellogg,3600.0,United States,Finance & Investments
James Leprino,3600.0,United States,Food & Beverage
Iskander Makhmudov,3600.0,Russia,Metals & Mining
Daniel Mate,3600.0,Spain,Metals & Mining
Aristotelis Mistakidis,3600.0,Greece,Metals & Mining
Arturo Moreno,3600.0,United States,Sports
Nan Cunhui,3600.0,China,Manufacturing
Julio Ponce Lerou,3600.0,Chile,Metals & Mining
J.B. Pritzker,3600.0,United States,Finance & Investments
Chandru Raheja,3600.0,India,Real Estate
Rodger Riney & family,3600.0,United States,Finance & Investments
Shi Yuzhu,3600.0,China,Diversified
Zuowen Song,3600.0,China,Diversified
Jerry Speyer,3600.0,United States,Real Estate
Julia Thiele-Schuerhoff,3600.0,Germany,Manufacturing
Tung Chee Chen,3600.0,Hong Kong,Logistics
Roger Wang,3600.0,United States,Fashion & Retail
Wu Shaoxun,3600.0,China,Food & Beverage
Wenzhong Zhang,3600.0,China,Fashion & Retail
Chen Kaixuan,3500.0,China,Manufacturing
Beatriz Davila de Santo Domingo,3500.0,Colombia,Food & Beverage
Antonio Del Valle Ruiz & family,3500.0,Mexico,Manufacturing
Carl Douglas,3500.0,Sweden,Diversified
Eric Douglas,3500.0,Sweden,Diversified
Jiangtao Du & family,3500.0,China,Manufacturing
Juan Carlos Escotet,3500.0,Venezuela,Finance & Investments
Fiona Geminder,3500.0,Australia,Manufacturing
Yuhua Gu & family,3500.0,China,Manufacturing
James Irsay,3500.0,United States,Sports
Kuok Khoon Hong,3500.0,Singapore,Manufacturing
Aerin Lauder,3500.0,United States,Fashion & Retail
Lee Seo-hyun,3500.0,South Korea,Diversified
Li Yongxin & family,3500.0,China,Service
Jeffrey Lurie,3500.0,United States,Sports
Mary Alice Dorrance Malone,3500.0,United States,Food & Beverage
Ronald McAulay,3500.0,Hong Kong,Energy
Apoorva Mehta,3500.0,Canada,Technology
Arnon Milchan,3500.0,Israel,Media & Entertainment
Masahiro Noda,3500.0,Japan,Technology
Maren Otto,3500.0,Germany,Diversified
Renzo Rosso & family,3500.0,Italy,Fashion & Retail
Lynn Schusterman,3500.0,United States,Energy
Gil Shwed,3500.0,Israel,Technology
Thomas Siebel,3500.0,United States,Technology
Herb Simon,3500.0,United States,Real Estate
Friede Springer,3500.0,Germany,Media & Entertainment
Wang Zhenhua,3500.0,China,Real Estate
Hans Peter Wild,3500.0,Switzerland,Food & Beverage
"William Wrigley, Jr.",3500.0,United States,Food & Beverage
Xia Zuoquan,3500.0,China,Automotive
Xue Hua,3500.0,China,Manufacturing
Mohed Altrad,3400.0,France,Construction & Engineering
Sid Bass,3400.0,United States,Energy
Nick Caporella,3400.0,United States,Food & Beverage
Cheng Yixiao,3400.0,China,Media & Entertainment
Wesley Edens,3400.0,United States,Finance & Investments
Behdad Eghbali,3400.0,United States,Finance & Investments
Archie Aldis Emmerson & family,3400.0,United States,Manufacturing
Jose E. Feliciano,3400.0,United States,Finance & Investments
Fu Liquan & family,3400.0,China,Technology
David Gottesman,3400.0,United States,Finance & Investments
Laurence Graff & family,3400.0,United Kingdom,Fashion & Retail
Jeff T. Green,3400.0,United States,Media & Entertainment
Jim Kavanaugh,3400.0,United States,Technology
Steven Klinsky,3400.0,United States,Finance & Investments
John Middleton,3400.0,United States,Food & Beverage
Jerry Ng,3400.0,Indonesia,Finance & Investments
Tengyun Nie & family,3400.0,China,Service
Nandan Nilekani,3400.0,India,Technology
Bob Parsons,3400.0,United States,Technology
Prasert Prasarttong-Osoth,3400.0,Thailand,Healthcare
Qiu Guanghe & family,3400.0,China,Fashion & Retail
Richard Sands,3400.0,United States,Food & Beverage
Robert Sands,3400.0,United States,Food & Beverage
T. Denny Sanford,3400.0,United States,Finance & Investments
Naguib Sawiris,3400.0,Egypt,Telecom
Pavel Tykac,3400.0,Czechia,Metals & Mining
Todd Wanek,3400.0,United States,Manufacturing
Meg Whitman,3400.0,United States,Technology
Michael Xie,3400.0,United States,Technology
Chenghai Ye & family,3400.0,Hong Kong,Healthcare
An Kang,3300.0,China,Healthcare
John Arnold,3300.0,United States,Finance & Investments
Arun Bharat Ram,3300.0,India,Manufacturing
Tomasz Biernacki,3300.0,Poland,Fashion & Retail
Travis Boersma,3300.0,United States,Food & Beverage
Chan Tan Ching-fen,3300.0,Hong Kong,Real Estate
Dongsheng Chen,3300.0,China,Finance & Investments
Jean Coutu & family,3300.0,Canada,Fashion & Retail
Ralph Dommermuth,3300.0,Germany,Technology
Walter Faria,3300.0,Brazil,Food & Beverage
Bob Gaglardi,3300.0,Canada,Real Estate
John Gandel,3300.0,Australia,Real Estate
Xuande Hua & family,3300.0,China,Healthcare
Micky Jagtiani,3300.0,India,Fashion & Retail
H. Fisk Johnson,3300.0,United States,Manufacturing
S. Curtis Johnson,3300.0,United States,Manufacturing
Helen Johnson-Leipold,3300.0,United States,Manufacturing
Miguel Krigsner,3300.0,Brazil,Fashion & Retail
Li Jianquan & family,3300.0,Hong Kong,Healthcare
Lin Ming-hsiung,3300.0,Taiwan,Fashion & Retail
Winifred J. Marquart,3300.0,United States,Manufacturing
Kiran Mazumdar-Shaw,3300.0,India,Healthcare
Patrice Motsepe,3300.0,South Africa,Metals & Mining
Alfred Oetker,3300.0,Germany,Fashion & Retail
Carl Ferdinand Oetker,3300.0,Germany,Fashion & Retail
Julia Oetker,3300.0,Germany,Fashion & Retail
Or Wai Sheun,3300.0,Hong Kong,Real Estate
Jay Paul,3300.0,United States,Real Estate
Horst Paulmann & family,3300.0,Chile,Fashion & Retail
Theodore Rachmat,3300.0,Indonesia,Diversified
John Sall,3300.0,United States,Technology
Stefan von Holtzbrinck,3300.0,Germany,Media & Entertainment
Nusli Wadia,3300.0,India,Food & Beverage
Steve Wynn,3300.0,United States,Gambling & Casinos
Yang Weidong & family,3300.0,China,Manufacturing
Barry Zekelman,3300.0,Canada,Manufacturing
Zhang Shilong & family,3300.0,China,Technology
Zhong Ruonong & family,3300.0,China,Manufacturing
Cameron Adams,3200.0,Australia,Technology
Dongchen Cai,3200.0,China,Healthcare
Vanich Chaiyawan,3200.0,Thailand,Finance & Investments
Andrew & Peggy Cherng,3200.0,United States,Food & Beverage
James Clark,3200.0,United States,Technology
Jack Cowin,3200.0,Australia,Food & Beverage
Giuseppe Crippa & family,3200.0,Italy,Manufacturing
Sergei Galitsky,3200.0,Russia,Fashion & Retail
"Ernest Garcia, III.",3200.0,United States,Automotive
Peter Gilgan,3200.0,Canada,Construction & Engineering
Joseph Grendys,3200.0,United States,Food & Beverage
Thomas Hagen,3200.0,United States,Finance & Investments
"Robert Hale, Jr.",3200.0,United States,Telecom
Michael Hintze,3200.0,Australia,Finance & Investments
Pansy Ho,3200.0,Hong Kong,Gambling & Casinos
Alan Howard,3200.0,United Kingdom,Finance & Investments
Kei Hoi Pang,3200.0,China,Real Estate
Rudy Ma,3200.0,Taiwan,Finance & Investments
Najib Mikati,3200.0,Lebanon,Telecom
Taha Mikati,3200.0,Lebanon,Telecom
Gail Miller,3200.0,United States,Automotive
Vikas Oberoi,3200.0,India,Real Estate
"H. Ross Perot, Jr.",3200.0,United States,Real Estate
Candido Pinheiro Koren de Lima,3200.0,Brazil,Healthcare
Matthew Prince,3200.0,United States,Technology
Penny Pritzker,3200.0,United States,Finance & Investments
Yasumitsu Shigeta,3200.0,Japan,Telecom
Sebastian Siemiatkowski,3200.0,Sweden,Finance & Investments
Barry Silbert,3200.0,United States,Finance & Investments
Daniel Sundheim,3200.0,United States,Finance & Investments
Rita Tong Liu,3200.0,Hong Kong,Real Estate
Tran Dinh Long,3200.0,Vietnam,Manufacturing
Zhang Daocai,3200.0,China,Diversified
John Caudwell,3100.0,United Kingdom,Telecom
Philippe Foriel-Destezet,3100.0,France,Service
Walter Frey,3100.0,Switzerland,Automotive
Alessandra Garavoglia,3100.0,Italy,Food & Beverage
Peter Gassner,3100.0,United States,Technology
Mitchell Goldhar,3100.0,Canada,Real Estate
Otto Happel,3100.0,Germany,Construction & Engineering
Peter Hargreaves,3100.0,United Kingdom,Finance & Investments
Bom Kim,3100.0,United States,Technology
Gaiteng Li,3100.0,China,Manufacturing
Liufa Li & family,3100.0,China,Diversified
Lu Weiding,3100.0,China,Diversified
Harsh Mariwala,3100.0,India,Food & Beverage
Samir Mehta,3100.0,India,Healthcare
Sudhir Mehta,3100.0,India,Healthcare
Pawan Munjal & family,3100.0,India,Automotive
Nguyen Thi Phuong Thao,3100.0,Vietnam,Diversified
Madhukar Parekh,3100.0,India,Manufacturing
Sergei Popov,3100.0,Russia,Finance & Investments
Haim Saban,3100.0,United States,Media & Entertainment
Karthik Sarma,3100.0,India,Finance & Investments
Klaus-Peter Schulenberg,3100.0,Germany,Service
Pat Stryker,3100.0,United States,Healthcare
Jeff Sutton,3100.0,United States,Real Estate
Jon Yarbrough,3100.0,United States,Gambling & Casinos
Gang Ye,3100.0,Singapore,Media & Entertainment
Yi Zheng,3100.0,China,Technology
Zhang Fan,3100.0,China,Technology
William Ackman,3000.0,United States,Finance & Investments
Markus Blocher,3000.0,Switzerland,Manufacturing
Neal Blue & family,3000.0,United States,Manufacturing
Eva Maria Bucher-Haefner,3000.0,Switzerland,Technology
Chang Kuo-Hua,3000.0,Taiwan,Logistics
Todd Christopher,3000.0,United States,Fashion & Retail
Euisun Chung,3000.0,South Korea,Logistics
Bernard Ecclestone & family,3000.0,United Kingdom,Sports
Michael Federmann & family,3000.0,Israel,Technology
Gudrun Heine,3000.0,Germany,Healthcare
Heidi Horten,3000.0,Austria,Fashion & Retail
Dawen Huang,3000.0,Hong Kong,Manufacturing
Sheldon Lavin,3000.0,United States,Food & Beverage
Li Min,3000.0,China,Technology
Liang Yunchao,3000.0,China,Food & Beverage
Joseph Liemandt,3000.0,United States,Technology
Strive Masiyiwa,3000.0,Zimbabwe,Telecom
Masahiro Miki,3000.0,Japan,Fashion & Retail
Pan Laican,3000.0,China,Food & Beverage
Karsanbhai Patel,3000.0,India,Diversified
Arvind Poddar,3000.0,India,Automotive
Remo Ruffini,3000.0,Italy,Fashion & Retail
Eddy Kusnadi Sariaatmadja,3000.0,Indonesia,Media & Entertainment
Sybill Storz,3000.0,Germany,Healthcare
Lawrence Stroll,3000.0,Canada,Fashion & Retail
Wijono & Hermanto Tanoko,3000.0,Indonesia,Manufacturing
Michael Tojner,3000.0,Austria,Manufacturing
Donald Trump,3000.0,United States,Real Estate
Tsai Ming-kai,3000.0,Taiwan,Technology
John Tyson,3000.0,United States,Food & Beverage
Rufino Vigil Gonzalez,3000.0,Mexico,Metals & Mining
Ning Wang & family,3000.0,China,Media & Entertainment
Wang Yusuo & family,3000.0,China,Energy
Zhigang Wu & family,3000.0,China,Food & Beverage
Xie Juhua & family,3000.0,China,Healthcare
Oren Zeev,3000.0,Israel,Finance & Investments
Charles Zegar,3000.0,United States,Media & Entertainment
Zhang Lei,3000.0,China,Finance & Investments
Zhang Xin & Pan Shiyi,3000.0,China,Real Estate
Zhu Yan & family,3000.0,China,Real Estate
Mortimer Zuckerman,3000.0,United States,Real Estate
Juan Abello,2900.0,Spain,Finance & Investments
John Armitage,2900.0,Ireland,Finance & Investments
Bang Si-hyuk,2900.0,South Korea,Media & Entertainment
Miriam Baumann-Blocher,2900.0,Switzerland,Manufacturing
Riley Bechtel & family,2900.0,United States,Construction & Engineering
Wilhelm Beier & family,2900.0,Germany,Healthcare
Nicolas Berggruen,2900.0,United States,Real Estate
Bui Thanh Nhon,2900.0,Vietnam,Real Estate
Cao Longxiang & family,2900.0,China,Healthcare
Deng Wen,2900.0,China,Food & Beverage
Daniel Dines,2900.0,Romania,Technology
Joseph Edelman,2900.0,United States,Finance & Investments
N. Murray Edwards,2900.0,Canada,Energy
Jane Goldman,2900.0,United States,Real Estate
Guo Zhenyu & family,2900.0,Canada,Fashion & Retail
Stewart Horejsi & family,2900.0,United States,Finance & Investments
Zhenda Huang & family,2900.0,China,Construction & Engineering
"Jeremy Jacobs, Sr. & family",2900.0,United States,Service
Hamilton James,2900.0,United States,Finance & Investments
Valentin Kipyatkov,2900.0,Russia,Technology
Li Zhongchu,2900.0,China,Technology
Martin Lorentzon,2900.0,Sweden,Technology
"Drayton McLane, Jr.",2900.0,United States,Fashion & Retail
Benjamin Otto,2900.0,Germany,Fashion & Retail
Roger Penske,2900.0,United States,Automotive
Olivier Pomel,2900.0,France,Technology
Jean Salata,2900.0,Chile,Finance & Investments
Arnout Schuijff,2900.0,Netherlands,Technology
Shen Hua & family,2900.0,United States,Technology
Martua Sitorus,2900.0,Indonesia,Manufacturing
Zygmunt Solorz-Zak,2900.0,Poland,Media & Entertainment
Warren Stephens,2900.0,United States,Finance & Investments
Tang Jinkui & family,2900.0,China,Manufacturing
Alan Trefler,2900.0,United States,Technology
Masateru Uno & family,2900.0,Japan,Fashion & Retail
Frank VanderSloot,2900.0,United States,Fashion & Retail
Guangming Wu,2900.0,China,Healthcare
Kai Wu,2900.0,China,Energy
Ye Fan & family,2900.0,China,Automotive
Yoo Jung-hyun,2900.0,South Korea,Media & Entertainment
Fenggang Zhao,2900.0,China,Energy
Zheng Xiaodong,2900.0,China,Manufacturing
Zhou Jianping,2900.0,China,Fashion & Retail
Jose Joao Abdalla Filho,2800.0,Brazil,Finance & Investments
Brian Acton,2800.0,United States,Technology
Bill Alfond,2800.0,United States,Fashion & Retail
Susan Alfond,2800.0,United States,Fashion & Retail
Ted Alfond,2800.0,United States,Fashion & Retail
Felix Baker,2800.0,United States,Finance & Investments
Julian Baker,2800.0,United States,Finance & Investments
Karen Virginia Beckmann Legoretta,2800.0,Mexico,Food & Beverage
Maurizio Billi,2800.0,Brazil,Healthcare
Otto Philipp Braun,2800.0,Germany,Healthcare
Garrett Camp,2800.0,Canada,Technology
Cao Ji,2800.0,China,Manufacturing
Hua Chen,2800.0,China,Real Estate
John Paul DeJoria,2800.0,United States,Fashion & Retail
Beda Diethelm,2800.0,Switzerland,Healthcare
K. Dinesh,2800.0,India,Technology
Dong Fan,2800.0,China,Healthcare
Bennett Dorrance,2800.0,United States,Food & Beverage
Marcel Erni,2800.0,Switzerland,Finance & Investments
Abhay Firodia,2800.0,India,Automotive
Alfred Gantner,2800.0,Switzerland,Finance & Investments
Allan Goldman,2800.0,United States,Real Estate
Amy Goldman Fowler,2800.0,United States,Real Estate
J. Tomilson Hill,2800.0,United States,Finance & Investments
